Tanggal,Komoditas,Pasar,kategori_pasar,skor_saka_fuzzy,is_puncak_saka,rr_7,dry_streak,weather_impact_score,lag_7,relative_price,price_gap,price_velocity,price_volatility_7,is_weekend,Prediksi
2026-04-08,Bawang Merah,Pasar Kreneng,Utara,0,0,1975.411111111111,0,1975.411111111111,41666.0,0.9298370899352824,-3144.0,-555.6666666666666,3814.2867148207024,0,40292.01
2026-04-08,Cabai Merah Besar,Kota Denpasar,Lainnya,0,0,1975.411111111111,0,5926.233333333334,39333.0,0.924394829612221,-3217.0,-2089.0,3013.4876804128303,0,38724.31457142857
2026-04-08,Cabai Merah Besar,PASAR KETAPIAN,Lainnya,0,0,1975.411111111111,0,5926.233333333334,40000.0,0.9400705052878966,-2550.0,-2222.0,3252.674943137628,0,42010.375
2026-04-08,Cabai Merah Besar,PASAR NYANGGELAN,Lainnya,0,0,1975.411111111111,0,5926.233333333334,38333.0,0.9008930669800236,-4217.0,-2777.6666666666665,4066.08765394008,0,38269.1625
2026-04-08,Cabai Merah Besar,Pasar Agung Peninjoan,Lainnya,0,0,1975.411111111111,0,5926.233333333334,40000.0,0.9400705052878966,-2550.0,-1666.6666666666667,2439.7501823713874,0,39292.865
2026-04-08,Cabai Merah Besar,Pasar Badung,Induk,0,0,1975.411111111111,0,5926.233333333334,38333.0,0.9008930669800236,-4217.0,-2555.6666666666665,4302.205049240852,0,37731.8125
2026-04-08,Cabai Merah Besar,Pasar Kreneng,Utara,0,0,1975.411111111111,0,5926.233333333334,40000.0,0.9400705052878966,-2550.0,-1222.0,2587.804143615601,0,39648.7
2026-04-08,Telur Ayam Ras,Pasar Badung,Induk,0,0,1975.411111111111,0,1975.411111111111,28800.0,0.9587217043941412,-1240.0,0.0,0.0,0,28799.819206797154
2026-04-08,Cabai Rawit Merah,Kota Denpasar,Lainnya,0,0,1975.411111111111,0,5926.233333333334,74666.0,0.932742036227358,-5384.0,3466.6666666666665,11668.05806056715,0,75607.19
2026-04-08,Cabai Rawit Merah,Pasar Agung Peninjoan,Lainnya,0,0,1975.411111111111,0,5926.233333333334,75000.0,0.9369144284821986,-5050.0,1666.6666666666667,2439.750182371838,0,68836.15375
